owner_id,owned_id,share
C020060,C011352,0.8500
C009295,C013251,0.7000
P009549,C015778 ,0.3713
P007652,C020596,0.1966
P002209,C032568,0.0656
C005550,C032114,0.3768
P012850,C027162,0.7000
P013719,C033089,0.7342
P003025,C004141,0.1877
P011664,C003530,0.3815
P005168,C033650,0.4043
C014059,C016841,0.3727
P013663,C024208,0.1319
P011786,C020607,0.0874
C026207,C032698,0.7000
P005820,C023142,0.9300
P000225,C006175,0.8039
P000128,C015231,0.4298
C031460,C000969,0.3000
P003575,C014816,0.4125
P001043,C019106,0.4955
P008186,C016063,0.6276
P000154,C016151,0.2419
C005407,C020211,0.7000
P000476,C023305,0.5000
P004939,C004354,1.0000
P003357,C026211,0.2790
P001252,C005484,0.0419
P012478,C025967,0.3875
C008574,C015666,0.1115
C034255,C012946,0.5873
P010705,C008336,0.0789
P001931,C023651,0.1187
P003596,C001754,0.1500
P008164,C004041,0.7809
C003822,C003795,0.7000
P007076,C026990,0.5970
P000635,C004722,0.3617
C006981,C005415,0.2333
C009814,C022837,0.3031
P009334,C005386,0.3609
P012543,C026728,0.5624
C026925,C022731,0.7000
P000330,C006338,0.4159
C034527,C008783,0.3115
P011444,C024047,0.7500
C91000012,C91000013,1.0000
P001386,C020736,0.1395
P013226,C014470,0.1979
P014873,C017295,0.0752
P009186,C026446,0.2598
C007691,C029805,0.2784
C007118,C000357,0.4716
P014503,C021077,0.8700
P005841,C008173,0.1305
P011608,C001084,0.2025
P003661,C002951,0.7000
P000025,C010228,0.7000
P014029,C028459,0.2833
P000929,C025680,0.2439
P012130,C032989,0.2250
C025868,C020221,0.3834
P002815,C008777,0.4490
P000092,C007800,0.3000
P009886,C002942 ,0.4672
P006351,C015428,1.0800
P003864,C001027,0.3750
P002561,C002321,0.2289
P004323,C003940,1.0000
P010226,C021403,0.3294
P014642,C008838,0.3768
P000678,C008952,0.0417
P000563,C007312,0.3891
P011935,C019535,0.1500
C011002,C001705,0.3000
P011780,C022975,0.3026
C91000990,C91000991,1.0000
P012645,C022225,0.2023
P009281,C004609,0.3415
P013527,C009336,0.1839
P006003,C022211,0.2610
P012310,C008841,0.0643
P013028,C019015 ,0.1395
P014620,C025728,0.3101
P003877,C002428,0.5000
P000887,C001749,0.0454
C019776,C001536,0.6645
P012030,C017478,0.2071
C018934,C026827,0.5000
C022241,C005894,0.1333
P011823,C008899,0.0628
P003982,C008970,0.2755
P004871,C002146,0.2221
P010793,C028340,0.4284
C014443,C032081,0.1072
C020900,C024636,0.8500
P014512,C027805,1.0000
P013886,C001405,0.7500
C011398,C025231,0.3496
C017201,C024513,0.5000
C030963,C032888,0.4996
C021169,C015808,0.2166
P004744,C031778,0.2610
P005358,C005648,0.1395
P012398,C017195,0.4327
P014062,C021743,0.0772
P012559,C032421,0.2003
C019387,C031120,0.2000
C011380,C002274,0.3335
P011115,C004763,0.4019
P014526,C022406,0.2772
P012026,C029346,0.3833
C026713,C004277,0.6539
P002868,C032081,0.7000
P006233,C018384,0.1500
P002927,C024276 ,0.1742
P002265,C028589,0.5327
P011473,C030642,0.2140
P000127,C004515,0.2894
C023999,C007210,0.7000
C012783,C001516,0.8500
C020322,C002973,0.8500
P007785,C006757,0.9300
C031221,C017528,0.5491
P000018,C010665,0.1749
P003197,C032326,1.0000
C030724,C001146,0.3000
P000893,C015682,0.7500
C009334,C010527,0.3000
P012271,C023944,0.6090
C007466,C026074,0.0723
C005885,C026798,0.2592
P002494,C029340,0.3092
C006871,C023970,0.3845
P013353,C009781,0.7989
C024550,C031257,0.4246
C031951,C031052,0.5000
P008949,C031798,0.0934
P013385,C023671,0.3750
P013187,C029144,0.0747
P011620,C025001,0.5189
P006587,C008244,0.5617
P006918,C003123,0.6332
P013870,C032240,0.1725
P006251,C026361,0.5000
C003286,C029593,0.1651
C002101,C022061,0.1953
P007050,C031766,0.2189
P004170,C032664,0.3728
P012040,C001635,0.1500
P004131,C005683,0.2607
C024042,C008682,0.3935
P011586,C013929,0.9300
P013695,C009086,0.4656
C001501,C034305,0.3000
P000665,C021848,0.2587
P010349,C030642,0.2027
C023478,C026565,0.7000
P009692,C007540,0.0570
P014555,C023463,0.5400
P003381,C002015,0.2790
P012517,C016789,0.5157
P000501,C015581,0.3108
C034170,C008532 ,0.8500
C008649,C024940,0.3000
C009452,C013758,0.5000
P001896,C022155,0.5136
P008209,C030547,0.1558
C004790,C028578,0.2637
C019098,C034177,0.8500
C017969,C004707,0.5055
C029602,C022512,0.1558
P008548,C025851,0.3000
P006979,C032909,0.4350
 C016864,C019052,0.2133
P014498,C022493,0.8050
C005644,C010308,0.5000
P004444,C003337,0.2591
P000205,C021378,0.5250
C002667,C004158,0.3000
C024031,C009191,0.8500
P001797,C024243,0.3984
P007093,C033351 ,0.2610
P007869,C027990,0.0887
P000277,C010256,0.1500
C014991,C022950,0.4509
P006013,C029302,0.1725
P000106,C012156,0.2773
P003105,C007545,0.2892
C020356,C006779,0.7000
C034665,C012732,0.1313
P000404,C021170,0.4075
P002594,C034273,0.1461
P005809,C008479,0.2740
C010133,C010143,0.2477
P000595,C014899,0.5400
P008681,C020613,0.2365
P006509,C017136,0.2437
P005417,C021946,0.1395
C030110,C032550,0.2353
C91001793,C91001794,1.0000
P013268,C006856,0.1827
P010636,C010682,0.1620
C017624,C028666,0.1046
P011716,C010414,0.2692
P005530,C033348,0.0497
P004869,C026337,0.0663
P006740,C004599 ,0.6090
C002809,C024814,0.4062
C020298,C011151,0.7000
P013801,C020774,0.1620
P001897,C012431,0.7629
C021239,C002465,0.5000
P011527,C025798,0.1342
P005218,C015550,0.7000
P003958,C026123,0.7500
C018951,C022656,0.7000
C034443,C008454,0.3205
C026159,C011501,0.4704
C029536,C001843,0.3960
C022730,C004290,0.3000
C020981,C024582,0.8500
P014019,C014915,0.5015
C003042,C005468,0.7000
P003063,C026276,0.1810
P013242,C026319,0.6211
C004218,C027058,0.3000
C033652,C008749,0.3000
C007031,C002558,0.5899
P009901,C008071,1.0800
P003954,C031171,0.3627
C025680,C031317,0.8500
P000971,C003907,0.7000
P005851,C025099,0.1004
P008421,C020059,0.9300
P001457,C011796,0.7991
P000431,C013526,0.0639
C020793,C012341,0.5000
P000498,C012055,0.6007
C025280,C022628,0.1733
P012481,C008293,0.4650
C91000035,C91000036,1.0000
C018607,C024784,0.8500
P014542,C031534,0.2610
P013230,C017928,0.0612
P012203,C005084,0.1292
P000220,C011654,0.4260
P007974,C011215,0.1305
C007143,C003971,0.3000
P007961,C002642,0.3935
P001093,C003579,0.4456
P007797,C000351,0.1746
P000631,C013145,0.0934
P003383,C028759,0.2722
C007951,C030408,0.1131
P010453,C004939,0.2482
C020584,C017315,0.5000
P005029,C008227,0.3253
C030722,C012455,0.2521
C003339,C016038,0.5000
 P014598,C021896,0.4650
C034818,C014788,0.5000
P008836,C027561,1.0000
C021948,C016243,0.3859
P005914,C000153,0.6062
C021926,C009004,0.0000
C020882,C019410,0.2752
P011302,C013408,0.4350
P008522,C000267,0.5400
P012769,C001886,0.2904
C017663,C014850,0.2076
C022189,C031370,0.5000
C019520,C022218,0.2767
C008549,C000477,0.4317
P002120,C002551,0.0176
C004058,C002297,0.8500
C020868,C012496,0.3836
C008598,C000762,0.1530
P013071,C026916,0.0786
P006289,C022222,0.4302
C010590,C027464,0.8500
P001013,C008182,0.5698
P002944,C021693,0.0596
P012197,C031564,0.1221
C002181,C003158,0.7000
C033708,C015498,0.5000
C023298,C022014,0.8500
P014739,C029824,0.1500
C021755,C006692,0.3000
P004148,C006820,0.1500
P006359,C019605,0.2794
C026879,C000793,0.5479
P011685,C030510,0.1087
P011358,C003846,0.7560
P010131,C013361,0.0664
P004669,C009944,0.5046
C020245,C022387,0.8500
C004326,C026214,0.7000
P012010,C011340,0.7500
C016755,C024866,0.5000
P007796,C029390,0.5000
P006080,C009407,0.0428
P011391,C018270,0.1581
P012780,C025638,0.6077
P002606,C026225,0.2790
P014302,C024831,0.9300
P006317,C032901,0.0168
C000558,C006716,0.3000
P009882,C018546,0.5024
C029700,C010824,0.4851
P003696,C034851,0.1500
C010000,C029653,0.8500
C033174,C029176,0.1688
P004605,C024069,0.5750
P001735,C002976,0.6442
C002314,C021731,0.7000
C008556,C032912,0.5000
P009990,C014379,0.4740
P002987,C006273,0.6090
 C024990,C008578,0.3000
P014126,C028454,0.0619
P001780,C003296,0.1522
C016363,C016669,0.3206
P012788,C017215,0.3167
P007879,C006705,0.4340
C034210,C018966,0.5000
P002054,C028202,0.1303
P008974,C013794,0.0213
C007746,C012702,0.7000
P014935,C004472,0.1814
P011522,C024948,0.1447
P009786,C020973,0.2740
C034885,C012629,0.5000
P005821,C032876,0.6510
C005222,C031502,0.7000
C033729,C011463,0.8500
P001430,C032713,0.3929
C029543,C029549,0.8500
P005796,C015652,0.0729
C016918,C030524,0.4758
P000800,C029745,0.3000
P008830,C031967,0.0324
P006739,C018117,0.0428
P010523,C032829,0.1855
P000540,C030895,0.3095
P014716,C002382,0.6370
C015156,C010156,0.0851
P009824,C010542,0.5419
P001928,C004422,0.2250
P005034,C005083,0.1500
P001500,C020820,0.4730
P001993,C005962,0.5000
C007869,C012832,0.3348
P011292,C032093,0.1088
P003197,C023690,0.2273
C001585,C000358,0.8500
C022077,C009209,0.5000
C034569,C003542,0.2118
P009893,C023304,0.7560
P010435,C000782,0.8700
P008445,C020355,0.3631
C026497,C006557,0.2369
P006600,C005541,0.3659
P012438,C029477,0.4950
C014930,C029436,0.8500
C007080,C005480,0.5000
C026173,C008321,0.3000
P008745,C020870,0.0240
C019950,C000642,0.6591
C020296,C014639,0.5000
C010190,C017681,0.2120
P002382,C024883,0.8196
P005262,C033876,0.1679
P010614,C024670,0.3247
C001684,C021550 ,0.7000
C033017,C025198,0.8500
P013775,C031650,0.1189
P011756,C005085,0.0596
P006788,C034887,0.5591
P005232,C002675,0.3058
P006186,C014211,0.7000
P013067,C030938,0.4436
P001832,C019939,0.1897
P014037,C012973,0.4868
P009758,C029832,1.0800
P012441,C007447,0.2627
P003650,C008022,0.1305
P010511,C011288,0.2313
C019708,C023771,0.7000
P002169,C029952,0.5646
P002766,C023277,0.7000
P008369,C016283,0.0436
P013906,C024616,0.4910
C91001834,C91001835,1.0000
P002719,C032743,0.1116
C022719,C002268,0.3188
P000028,C026868,0.6090
P005300,C017920,0.2089
P002284,C022091,0.4096
P013220,C008531,0.1545
P005857,C009553,0.5000
P000522,C031410,0.0990
C019504,C031720,0.3000
P006115,C030108,0.4583
P011616,C014424,0.0977
C032718,C031899,0.1489
C021836,C000905,0.5309
C023882,C015479,0.1545
C004813,C000835,0.8500
P005494,C024643,0.8050
P000718,C006395,0.6594
P013714,C013784,0.5250
P000060,C023141,0.2074
C023734,C012509,0.8500
P012844,C002536,0.1872
C025475,C017592,0.8500
P005680,C017906,0.5000
P011922,C021211,0.0785
P001132,C026310,0.4650
C003998,C030707,0.5000
C021892,C003036,0.1824
P008101,C013060,0.4616
P001013,C025617,0.1305
P008909,C011103,0.3000
P009476,C003061,0.4111
P014310,C007344,0.9300
C013373,C025458,0.2616
P014343,C034135,0.2790
C017247,C022465,0.7000
C005327,C014986,0.7000
P000920,C023138,0.3403
C024670,C029864,0.5000
P013979,C030836,0.2929
 P014892,C026866,0.0821
P004971,C000753,0.5901
P014438,C027993,0.1226
P012944,C017660,0.5000
P007631,C032083,0.7190
P002981,C020879,0.3000
P011530,C031802,0.3572
P000224,C031612,0.0658
C018176,C004280,0.1984
P013853,C013010,0.0653
P009136,C011950,0.5770
P008268,C017480,0.3408
C027218,C030715,0.2595
P014078,C018021,0.2656
C032714,C013739,0.7000
P000386,C007511,0.1711
P002025,C000498,0.2853
P011884,C017508,0.1245
P005167,C026871 ,0.2220
P003488,C025012,0.1872
C91000390,C91000391,1.0000
P007008,C028058,0.0683
 P013982,C021643,0.2550
P006578,C015153,0.5000
C008751,C004971,0.1318
P009512,C014482,0.0649
P014121,C020901,0.4650
P007076,C025614,0.3139
C91000392,C91000393,1.0000
C010242,C024766,0.4224
C009432,C003776,0.8500
P013295,C029387,0.3450
C023772,C000389,0.7000
C020427,C008460,0.3000
P011363,C022602,0.3883
P007787,C016528,0.3450
C012343,C033408,0.8500
C004749,C014946,0.3000
C034698,C011126,0.5530
P008894,C025600,0.5250
P012004,C000582,0.1101
C91000457,C91000458,1.0000
C013465,C016293,0.5300
C013817,C031493,0.5432
P013317,C029539,0.0370
P014618,C005196,0.3000
P009032,C002665,0.3000
P001036,C000372,0.1500
P001724,C000065,0.4978
C011254,C003370,0.3000
P005963,C009543,0.1008
C032578,C025767,0.2396
P013456,C001187,0.0697
P006926,C015962,0.4931
P009343,C013256,0.2790
P013920,C016601,0.3594
P010199,C002967,0.4126
P001934,C026006,1.1500
C029249,C007338,0.7000
P013976,C028152,0.0463
C004225,C003220,0.3000
C013998,C014409,0.2296
C91000421,C91000422,1.0000
P014102,C007964,0.1020
P004426,C013035,0.5472
P014308,C012576,0.7180
P003840,C020054,0.0362
P004402,C033907,0.7000
P012761,C010488 ,0.0971
P006628,C000771,0.3450
P005936,C003674,0.2993
P013672,C021309,0.1183
C025511,C031314,0.7000
C017077,C027712,0.8500
C034019,C016090,0.8500
P001239,C011108,1.0000
C002407,C001026,0.1095
P005739,C024491,0.5810
 P008788,C012135,0.2790
P010127,C023665,0.0418
P003357,C020563,0.4307
P002000,C009713,0.1566
P003903,C022852,0.5735
C033732,C019018,0.4765
P003230,C018242,0.2236
P013349,C034254,0.5385
 P000511,C012472,1.1500
C025021,C001500,0.2799
P008527,C003776,0.0728
P004907,C016380,0.5658
 P006304,C023340,0.1014
P008826,C027195,0.5000
P007566,C004974,0.3136
C91000433,C91000434,1.0000
P001554,C027966,0.1359
P000387,C012862,0.8050
P008500,C000455,0.1112
C009945,C031013,0.2544
P013064,C004820,0.0914
P004682,C027470,0.7905
P014253,C003263,0.5534
P014077,C015833,0.2562
P006519,C007078,0.2757
C016732,C032939,0.6576
P009395,C014261,0.1620
C017934,C027699,0.3000
C026452,C024323,0.3173
C013165,C007443,0.8500
C006640,C020376,0.8500
P004136,C029020,0.5400
P006360,C015835,0.3632
C007570,C007472,0.1618
P007421,C027128,0.2292
C009277,C034812,0.1873
P007507,C020127,0.4994
P011310,C028377,0.2790
P014932,C028375,0.2610
C017472,C001780,0.3603
P008044,C010605,0.8700
P013062,C026304,0.1104
C019456,C007202,0.3265
C022951,C017819,0.8500
C028532,C029202,0.1622
C009832,C018470,0.5000
P011235,C016947,1.1500
C018161,C016728,0.5000
P004464,C027209,0.1180
C018920,C022974,0.5000
P008911,C000274,0.8700
P003980,C011216,0.3304
P006006,C023273,0.0833
P008499,C010778,0.1620
P010879,C002787,0.0408
P014266,C013529,0.3000
C002295,C022475,0.1940
P000968,C002456,0.5478
P007201,C008594,0.1600
C019518,C019432,0.8500
P010391,C013767,0.5089
P000064,C026048,0.2166
C91001829,C91001830,1.0000
C011071,C009299,0.5000
C91001814,C91001815,1.0000
P008401,C026614,0.3000
P000153,C004556,0.2250
 P009449,C031227,0.1533
P009654,C006544,0.4350
P003790,C007878,0.7000
C006959,C027528,0.3000
P002894,C013650,0.3240
P005666,C023467,0.9300
C033806,C032960,0.2777
P009370,C010761,0.1826
P010512,C030941,0.2519
P000366,C012763,0.2439
C026091,C016279,0.2801
P004421,C034799,0.4016
C031265,C003641 ,0.5000
P008037,C014685,0.5400
C034968,C002438,0.1905
P011021,C032336,0.7000
C013652,C026093,0.4212
P000080,C020364,0.6724
P000637,C019277,0.5000
P006121,C020224,0.4350
C014719,C009277,0.1195
 C012121,C029205,0.5000
P003816,C029851,0.1210
P013559,C034698,0.7500
P004610,C020950,0.5780
C029953,C033807,0.3000
P003629,C030313,0.0367
C017672,C001725,0.5609
P012963,C011917,0.3183
C025447,C019022,0.4762
P012149,C010627,1.0000
P005540,C029985,0.3994
C023823,C025822,0.2744
P014042,C031606,0.1927
P004585,C029408,0.2648
C91000322,C91000323,1.0000
P014025,C033266,0.1932
P008940,C031326,0.7000
P013388,C004158,0.1819
C034092,C026135,0.4435
P009390,C011352,0.1395
P007544,C002509,0.3750
P001724,C005339,0.6225
P010450,C002309,0.1949
C91000792,C91000793,1.0000
C020195,C010770,0.3474
P010470,C034689,0.1620
C022111,C001009,0.8500
P010932,C033392,0.2811
P012877,C000007,0.1739
C028235,C024652,0.1017
C005653,C000346,0.7000
P012123,C020133,0.5750
P008579,C022731,0.3000
P011336,C025157,0.3000
C015530,C024360,0.1708
C018939,C000347,0.8500
C012900,C009436,0.8500
P001333,C006549,0.0357
P004050,C003438,1.0000
P004467,C024863,0.8050
C031690,C010499,0.3000
C032706,C007562,0.3412
C030330,C013694,0.5000
P001818,C009861,0.5750
P004059,C007732,0.3750
P004880,C002943,0.1642
P014794,C015553,0.2897
P005259,C014965,0.2238
P009395,C018379,0.1053
C015363,C001491,0.3000
C032882,C017779,0.7000
C002976,C032137,0.7000
P012674,C025800,0.3000
P010756,C027026,0.2774
C008059,C003054,0.7000
C024384,C029572,0.2878
 P001628,C033609,0.4645
P014589,C009929,0.1854
P003767,C027999,0.7000
P009739,C032322,0.5797
C034981,C032305,0.1666
P001960,C008919,0.4148
P006913,C006799,0.9300
P011023,C020151,0.4650
P006301,C001353,0.5400
P004340,C033827,1.0800
C032768,C023179,0.2126
C025989,C003635,0.8500
C009717,C027823,0.3416
P000358,C030772,0.5000
C010739,C001772,0.0999
C024959,C032920,0.8500
P009928,C011266,0.0590
P001577,C024237,0.1063
P013942,C034668,0.2370
C026428,C015947,0.5000
C014735,C031658,0.5656
P000259,C028036,0.6090
P006199,C017657,0.2790
P008977,C012802,0.1201
P007776,C012559,0.1994
C027732,C014913,0.2461
P010564,C019257,0.5581
P014272,C001261,0.4911
P010049,C033165,0.4017
P003351,C013516,0.6090
P006156,C022615,0.4350
C010224,C000806,0.7000
C024029,C003019,0.3840
C006670,C023963,0.2282
C005353,C011448,0.3000
P013890,C027037,0.7500
P010088,C017298,1.1500
P010988,C019855,0.3000
P001459,C006673,0.3817
C91000286,C91000287,1.0000
P009195,C010714,0.4350
C032066,C014399,0.5000
P004280,C018430,0.4121
P012963,C008097,1.0000
C028441,C025331,0.4078
C026298,C007089,0.3997
P001959,C025624,0.7500
P014873,C000778,0.3589
P004244,C011622,0.3016
C013239,C010682,0.4850
C015337,C020822,0.4016
P002602,C028169,0.0284
C004861,C012756,0.4439
C002143,C025453,0.5000
C008930,C016499,0.2629
P000641,C002798,0.3000
P011844,C026987,0.1500
P012862,C018760,1.1500
P005677,C005369,1.0800
C001569,C029102,0.2892
C012528,C012736,0.5000
P006478,C012604,0.2836
P000392,C026910,1.0000
P000005,C018994,0.1588
P014730,C011189,0.2572
P006714,C011810,1.0000
P013759,C016554,0.0623
P014639,C007115,0.3450
P003531,C017122,0.4350
P002044,C019195,0.2250
C018042,C011704,0.1222
P002254,C010663,0.1500
P004965,C002103,0.3637
C028143,C005842,0.3192
P005302,C008218,0.2503
P008384,C016216,0.3298
C014385,C016968,0.1450
P012416,C018964,0.3450
C017333,C018438,0.3000
P014998,C000290,0.6519
P002261,C022544,0.2042
P000854,C002902,0.0995
C91000111,C91000112 ,1.0000
P008489,C002459,0.7500
C022360,C028628,0.8500
 P003157,C031727,0.1108
 C025481,C025362,0.3000
P007679,C016127,0.1028
C023855,C016952,0.3000
P004004,C010226,1.0000
P004916,C032139,0.4866
P003612,C029837,0.5750
C023220,C007077,0.4851
P014619,C011644,0.1321
P001129,C034281,0.2250
P006827,C023063,0.5179
C91000017,C91000018,1.0000
C028695,C018299,0.8500
P001321,C027540,0.3152
P005087,C017800,0.0954
P007657,C000676,0.4958
P013870,C003971,0.6510
P006268,C003128,0.3964
P008482,C006228,0.9300
C010063,C017667,0.2284
P003738,C013846,0.1500
P001678,C005323,1.0000
C013266,C025757,0.3087
P005355,C008373,0.1500
P002418,C020829,0.1340
P009629,C003327,0.2747
C001720,C024770,0.2330
P014176,C002794,0.5176
P005984,C014613,0.0802
P005821,C023379,0.7000
P003481,C015370,0.4350
C91000673,C91000674,1.0000
C013292,C022192,0.8500
C017139,C010105,0.7000
C027306,C018875,0.5000
P008713,C032835,0.3823
C012481,C025536,0.8500
P009719,C015373,0.7500
P010413,C002839,0.7560
P005507,C027251,0.5276
P010341,C030417,0.3533
C032281,C003037,0.2530
P007169,C002133,0.3750
P001757,C008493,0.3538
P013929,C023902,0.0560
P005606,C012642,0.1270
P009461,C034604,0.1550
C000392,C022218,0.5733
P004314,C023043,0.8700
C008121,C003591,0.3301
P003987,C004546,0.1933
C014132,C023723,0.4574
C020643,C011188,0.4638
P002952,C006707,0.3000
C000648,C034108,0.3000
P009230,C009153,0.1395
P009235,C001449,0.2504
C030919,C022728,0.7000
C015076,C030412,0.3000
P012696,C013146,0.3244
P012834,C029769,0.4827
C002189,C007704,0.5000
P004279,C015857,1.0000
C027852,C000635,0.2553
P004344,C019062,0.0878
P006698,C002287,0.8700
P011153,C032921,0.2570
P012397,C011298,0.2250
P003269,C032231,0.4791
C024800,C010426,0.8500
P003814,C004854,0.4152
P008713,C000875,0.7500
C026847,C024225,0.7000
P010140,C018444,0.7000
P009325,C024602,0.1492
C026215,C000578,0.8500
P003057,C030250,0.4293
C016787,C030038,0.3681
P005809,C019559,0.3000
P001076,C009312,0.0961
P004500,C024424,0.5941
P001008,C027007,0.3240
P012513,C011443,0.0778
C021696,C021592,0.1154
P008635,C008052,0.2145
P002662,C033409,0.0636
C033766,C013238,0.8500
P007850,C024592,0.0934
P013728,C015193,0.2009
C015508,C026781,0.3000
P001590,C019312,0.2310
P010863,C020624,0.5552
P011340,C027567,0.0270
P014936,C008115,0.0604
P007895,C034870,0.0534
C016789,C019585,0.7000
P007727,C008124,0.1620
P011654,C020564,0.1134
C034646,C022075,0.8500
P007226,C020400,0.7560
C031704,C002490,0.8500
C024551,C026155,0.3000
P014160,C004496,1.0000
P014659,C023308,0.4454
P012404,C009917,0.9300
P002213,C030279,0.3750
P000102,C005901,0.1891
P012272,C020072,0.1621
C015929,C004448,0.3000
 C026257,C028159,0.3410
P002687,C010274,0.1471
P004251,C020531,0.4949
P006148,C002960,0.0571
P000305,C001084,0.1381
P008972,C025923,0.0823
P000386,C023680,0.8700
C026864,C027692,0.1248
P007657,C005441,1.0000
C91000746,C91000747,1.0000
P004329,C003405,0.2085
P006487,C019027,1.0000
P002450,C013048,0.2610
P006221,C004347,1.0000
P003282,C022121,0.4650
P012731,C002367,1.0000
P007786,C013596,0.3842
P013124,C002541,0.3091
P005051,C009263,0.4350
C009299,C012640,0.3000
C014730,C009664,0.2842
 P005290,C017322,1.0000
P003807,C005737,0.5413
P006459,C031283 ,0.4624
C014205,C013999,0.5189
P007069,C011965,0.1253
P010849,C032887,0.1150
C001897,C007483,0.7000
P008588,C003691,0.3240
C030983,C012644,0.2792
